団体コード,都道府県名,市区町村名,ふりがな,URL,ハイパーリンク,人口,人口分布,リニューアル日,ＣＭＳ,参考デザイン,トップページ,ベースカラー,グローバルメニュー,種別,備考
062090,山形県,長井市,ながいし,https://www.city.nagai.yamagata.jp/,https://www.city.nagai.yamagata.jp/,"24,430",1万人～3万人,2023/9/1,SmartCMS,,,,,,
062103,山形県,天童市,てんどうし,https://www.city.tendo.yamagata.jp/,https://www.city.tendo.yamagata.jp/,"59,983",5万人～10万人,,CMSKIT,,,,,,
062111,山形県,東根市,ひがしねし,https://www.city.higashine.yamagata.jp/,https://www.city.higashine.yamagata.jp/,"47,469",3万人～5万人,2022/2/28,不明CMS8,,,,,,
062120,山形県,尾花沢市,おばなざわし,https://www.city.obanazawa.yamagata.jp/,https://www.city.obanazawa.yamagata.jp/,"13,895",1万人～3万人,,不明CMS8,,,,,,
062138,山形県,南陽市,なんようし,http://www.city.nanyo.yamagata.jp/,http://www.city.nanyo.yamagata.jp/,"29,166",1万人～3万人,,WordPress,,,,,,
063011,山形県,山辺町,やまのべまち,https://www.town.yamanobe.yamagata.jp/,https://www.town.yamanobe.yamagata.jp/,"13,507",1万人～3万人,,NetCrew,,,,,,
063029,山形県,中山町,なかやままち,https://www.town.nakayama.yamagata.jp/,https://www.town.nakayama.yamagata.jp/,"10,516",1万人～3万人,2023/9/1,SmartCMS,,,,,,
063215,山形県,河北町,かほくちょう,https://www.town.kahoku.yamagata.jp/,https://www.town.kahoku.yamagata.jp/,"16,710",1万人～3万人,2023/3/31,SmartCMS,,,,,,
063223,山形県,西川町,にしかわまち,https://www.town.nishikawa.yamagata.jp/,https://www.town.nishikawa.yamagata.jp/,"4,593",1千人～5千人,2024/3/7,NetCrew,,,,,,
063231,山形県,朝日町,あさひまち,https://www.town.asahi.yamagata.jp/,https://www.town.asahi.yamagata.jp/,"5,940",5千人～1万人,,SmartCMS,,,,,,
063240,山形県,大江町,おおえまち,https://www.town.oe.yamagata.jp/,https://www.town.oe.yamagata.jp/,"7,160",5千人～1万人,,不明CMS8,,,,,,
063410,山形県,大石田町,おおいしだまち,https://www.town.oishida.yamagata.jp/,https://www.town.oishida.yamagata.jp/,"6,066",5千人～1万人,,4Uweb/CMS,,,,,,
063614,山形県,金山町,かねやままち,https://www.town.kaneyama.yamagata.jp/,https://www.town.kaneyama.yamagata.jp/,"4,786",1千人～5千人,,SmartCMS,,,,,,
063622,山形県,最上町,もがみまち,https://town.mogami.lg.jp/,https://town.mogami.lg.jp/,"7,495",5千人～1万人,,不明,,,,,,
063631,山形県,舟形町,ふながたまち,https://www.town.funagata.yamagata.jp/,https://www.town.funagata.yamagata.jp/,"4,737",1千人～5千人,2021/12/1,WebコアCMS(WebコアEnterprise),,,,,,
063649,山形県,真室川町,まむろがわまち,https://www.town.mamurogawa.yamagata.jp/,https://www.town.mamurogawa.yamagata.jp/,"6,625",5千人～1万人,2024/3/29,SmartCMS,,,,,,
063657,山形県,大蔵村,おおくらむら,https://www.vill.ohkura.yamagata.jp/,https://www.vill.ohkura.yamagata.jp/,"2,813",1千人～5千人,2022/3/25,SmartCMS,,,,,,
063665,山形県,鮭川村,さけがわむら,https://www.vill.sakegawa.yamagata.jp/,https://www.vill.sakegawa.yamagata.jp/,"3,740",1千人～5千人,,不明,,,,,,
063673,山形県,戸沢村,とざわむら,https://www.vill.tozawa.yamagata.jp/,https://www.vill.tozawa.yamagata.jp/,"3,934",1千人～5千人,2025/11/1,不明,,エントランス＋トップ,ピンク,標準（テキスト）,,
063819,山形県,高畠町,たかはたまち,https://www.town.takahata.yamagata.jp/,https://www.town.takahata.yamagata.jp/,"21,469",1万人～3万人,2026/2/26,NetCrew,〇,トップページ,オレンジ,標準（アイコン）,,
063827,山形県,川西町,かわにしまち,https://www.town.kawanishi.yamagata.jp/,https://www.town.kawanishi.yamagata.jp/,"13,615",1万人～3万人,,CMSKIT,,,,,,
064017,山形県,小国町,おぐにまち,https://www.town.oguni.yamagata.jp/,https://www.town.oguni.yamagata.jp/,"6,686",5千人～1万人,2022/11/1,NetCrew,,,,,,
064025,山形県,白鷹町,しらたかまち,https://www.town.shirataka.lg.jp/,https://www.town.shirataka.lg.jp/,"12,350",1万人～3万人,2021/10/30,i-SITE PORTAL,,,,,,
064033,山形県,飯豊町,いいでまち,https://www.town.iide.yamagata.jp/,https://www.town.iide.yamagata.jp/,"6,349",5千人～1万人,,CMSKIT,,,,,,
064262,山形県,三川町,みかわまち,https://www.town.mikawa.yamagata.jp/,https://www.town.mikawa.yamagata.jp/,"7,033",5千人～1万人,,4Uweb/CMS,,,,,,
064289,山形県,庄内町,しようないまち,https://www.town.shonai.lg.jp/,https://www.town.shonai.lg.jp/,"19,317",1万人～3万人,2021/10/1,4Uweb/CMS,,,,,,
064611,山形県,遊佐町,ゆざまち,https://www.town.yuza.yamagata.jp/,https://www.town.yuza.yamagata.jp/,"12,387",1万人～3万人,2025/4/1,PowerCMS,,,,,,
070009,福島県,福島県,ふくしまけん,https://www.pref.fukushima.lg.jp/,https://www.pref.fukushima.lg.jp/,"1,777,409",100万人以上,,NetCrew,,,,,都道府県,
072010,福島県,福島市,ふくしまし,https://www.city.fukushima.fukushima.jp/,https://www.city.fukushima.fukushima.jp/,"265,612",20万人～50万人,2025/7/1,SmartCMS,,,,,中核市,
072028,福島県,会津若松市,あいづわかまつし,https://www.city.aizuwakamatsu.fukushima.jp/,https://www.city.aizuwakamatsu.fukushima.jp/,"111,414",10万人～20万人,2024/4/1,JoruriCMS,,,,,,
072036,福島県,郡山市,こおりやまし,https://www.city.koriyama.lg.jp/,https://www.city.koriyama.lg.jp/,"311,823",20万人～50万人,2022/2/24,NetCrew,,,,,中核市,
072044,福島県,いわき市,いわきし,https://www.city.iwaki.lg.jp/,https://www.city.iwaki.lg.jp/,"303,400",20万人～50万人,2023/1/26,i-CityPortal,,,,,中核市,
072052,福島県,白河市,しらかわし,https://www.city.shirakawa.fukushima.jp/,https://www.city.shirakawa.fukushima.jp/,"57,058",5万人～10万人,,優CMS,,,,,,
072079,福島県,須賀川市,すかがわし,https://www.city.sukagawa.fukushima.jp/,https://www.city.sukagawa.fukushima.jp/,"73,306",5万人～10万人,2026/4/1,TsuNaGo,,,,,,
072087,福島県,喜多方市,きたかたし,https://www.city.kitakata.fukushima.jp/,https://www.city.kitakata.fukushima.jp/,"44,019",3万人～5万人,2026/1/1,NetCrew,,,,,,
072095,福島県,相馬市,そうまし,https://www.city.soma.fukushima.jp/,https://www.city.soma.fukushima.jp/,"32,558",3万人～5万人,2019/3/29,SmartCMS,,,,,,
072109,福島県,二本松市,にほんまつし,https://www.city.nihonmatsu.lg.jp/,https://www.city.nihonmatsu.lg.jp/,"50,626",5万人～10万人,2023/1/1,優CMS,,,,,,
072117,福島県,田村市,たむらし,https://www.city.tamura.lg.jp/,https://www.city.tamura.lg.jp/,"33,257",3万人～5万人,2022/3/25,不明CMS10,,,,,,
072125,福島県,南相馬市,みなみそうまし,https://www.city.minamisoma.lg.jp/,https://www.city.minamisoma.lg.jp/,"56,100",5万人～10万人,2018/12/25,SmartCMS,,,,,,
072133,福島県,伊達市,だてし,https://www.city.fukushima-date.lg.jp/,https://www.city.fukushima-date.lg.jp/,"56,260",5万人～10万人,,NetCrew,,,,,,
072141,福島県,本宮市,もとみやし,https://www.city.motomiya.lg.jp/,https://www.city.motomiya.lg.jp/,"29,553",1万人～3万人,2017/10/2,NetCrew,,,,,,
073016,福島県,桑折町,こおりまち,https://www.town.koori.fukushima.jp/,https://www.town.koori.fukushima.jp/,"11,008",1万人～3万人,2026/1/15,NetCrew,,トップページ,ピンク,特殊形式,,
073032,福島県,国見町,くにみまち,https://www.town.kunimi.fukushima.jp/,https://www.town.kunimi.fukushima.jp/,"8,136",5千人～1万人,2017/1/1,NetCrew,,,,,,
073083,福島県,川俣町,かわまたまち,https://www.town.kawamata.lg.jp/,https://www.town.kawamata.lg.jp/,"11,533",1万人～3万人,,NetCrew,,,,,,
073229,福島県,大玉村,おおたまむら,https://www.vill.otama.fukushima.jp/,https://www.vill.otama.fukushima.jp/,"8,752",5千人～1万人,2016/4/1,不明,,,,,,
073423,福島県,鏡石町,かがみいしまち,https://www.town.kagamiishi.fukushima.jp/,https://www.town.kagamiishi.fukushima.jp/,"12,354",1万人～3万人,,不明,,,,,,
073440,福島県,天栄村,てんえいむら,https://www.vill.tenei.fukushima.jp/,https://www.vill.tenei.fukushima.jp/,"5,160",5千人～1万人,,NetCrew,,,,,,
073628,福島県,下郷町,しもごうまち,https://www.town.shimogo.fukushima.jp/,https://www.town.shimogo.fukushima.jp/,"4,962",1千人～5千人,2018/10/1,SmartCMS,,,,,,
073644,福島県,檜枝岐村,ひのえまたむら,https://www.vill.hinoemata.lg.jp/,https://www.vill.hinoemata.lg.jp/,501,1千人未満,,不明,,,,,,
073679,福島県,只見町,ただみまち,https://www.town.tadami.lg.jp/,https://www.town.tadami.lg.jp/,"3,769",1千人～5千人,2021/4/2,不明,,,,,,
073687,福島県,南会津町,みなみあいづまち,https://www.town.minamiaizu.lg.jp/,https://www.town.minamiaizu.lg.jp/,"13,633",1万人～3万人,2021/4/1,SmartCMS,,,,,,
074021,福島県,北塩原村,きたしおばらむら,https://www.vill.kitashiobara.fukushima.jp/,https://www.vill.kitashiobara.fukushima.jp/,"2,370",1千人～5千人,2024/2/1,NetCrew,,,,,,
074055,福島県,西会津町,にしあいづまち,https://www.town.nishiaizu.fukushima.jp/,https://www.town.nishiaizu.fukushima.jp/,"5,518",5千人～1万人,2021/11/30,NetCrew,,,,,,
074071,福島県,磐梯町,ばんだいまち,https://www.town.bandai.fukushima.jp/,https://www.town.bandai.fukushima.jp/,"3,209",1千人～5千人,2016/4/1,NetCrew,,,,,,
074080,福島県,猪苗代町,いなわしろまち,https://www.town.inawashiro.fukushima.jp/,https://www.town.inawashiro.fukushima.jp/,"12,732",1万人～3万人,2011/4/1,不明,,,,,,
074217,福島県,会津坂下町,あいづばんげまち,https://www.town.aizubange.fukushima.jp/,https://www.town.aizubange.fukushima.jp/,"14,422",1万人～3万人,2025/2/27,NetCrew,,,,,,
074225,福島県,湯川村,ゆがわむら,https://www.vill.yugawa.fukushima.jp/,https://www.vill.yugawa.fukushima.jp/,"3,042",1千人～5千人,2025/3/4,NetCrew,,,,,,
074233,福島県,柳津町,やないづまち,https://www.town.yanaizu.fukushima.jp/,https://www.town.yanaizu.fukushima.jp/,"2,928",1千人～5千人,2021/3/30,JoruriCMS,,,赤,,,
074446,福島県,三島町,みしままち,https://www.town.mishima.fukushima.jp/,https://www.town.mishima.fukushima.jp/,"1,371",1千人～5千人,2023/3/1,NetCrew,,,,,,
074454,福島県,金山町,かねやままち,https://www.town.kaneyama.fukushima.jp/,https://www.town.kaneyama.fukushima.jp/,"1,768",1千人～5千人,2021/6/28,NetCrew,,,,,,
074462,福島県,昭和村,しょうわむら,https://www.vill.showa.fukushima.jp/,https://www.vill.showa.fukushima.jp/,"1,115",1千人～5千人,2021/3/12,WordPress,,,,,,
074471,福島県,会津美里町,あいづみさとまち,https://www.town.aizumisato.fukushima.jp/,https://www.town.aizumisato.fukushima.jp/,"18,471",1万人～3万人,2023/3/31,SmartCMS,,,,,,
074616,福島県,西郷村,にしごうむら,https://www.vill.nishigo.fukushima.jp/,https://www.vill.nishigo.fukushima.jp/,"20,142",1万人～3万人,2021/4/1,SmartCMS,,,,,,
074641,福島県,泉崎村,いずみざきむら,https://www.vill.izumizaki.fukushima.jp/,https://www.vill.izumizaki.fukushima.jp/,"5,997",5千人～1万人,2024/10/2,優CMS,,,,,,
074659,福島県,中島村,なかじまむら,https://www.vill-nakajima.jp/,https://www.vill-nakajima.jp/,"4,756",1千人～5千人,,優CMS,,,,,,
074667,福島県,矢吹町,やぶきまち,https://www.town.yabuki.fukushima.jp/,https://www.town.yabuki.fukushima.jp/,"16,662",1万人～3万人,,優CMS,,,,,,
074811,福島県,棚倉町,たなぐらまち,https://www.town.tanagura.fukushima.jp/,https://www.town.tanagura.fukushima.jp/,"12,847",1万人～3万人,,優CMS,,,,,,
074829,福島県,矢祭町,やまつりまち,https://www.town.yamatsuri.fukushima.jp/,https://www.town.yamatsuri.fukushima.jp/,"5,208",5千人～1万人,,優CMS,,,,,,
074837,福島県,塙町,はなわまち,https://www.town.hanawa.fukushima.jp/,https://www.town.hanawa.fukushima.jp/,"7,859",5千人～1万人,,優CMS,,,,,,いきなり音が流れる
074845,福島県,鮫川村,さめがわむら,https://www.vill.samegawa.fukushima.jp/,https://www.vill.samegawa.fukushima.jp/,"2,940",1千人～5千人,2019/1/4,優CMS,,,,,,
075019,福島県,石川町,いしかわまち,https://www.town.ishikawa.fukushima.jp/,https://www.town.ishikawa.fukushima.jp/,"13,763",1万人～3万人,,不明,,,,,,
075027,福島県,玉川村,たまかわむら,https://www.vill.tamakawa.fukushima.jp/,https://www.vill.tamakawa.fukushima.jp/,"6,135",5千人～1万人,2023/4/1,PowerCMS,,,,,,
075035,福島県,平田村,ひらたむら,https://www.vill.hirata.fukushima.jp/,https://www.vill.hirata.fukushima.jp/,"5,394",5千人～1万人,2021/4/6,NetCrew,,,,,,
075043,福島県,浅川町,あさかわまち,http://www.town.asakawa.fukushima.jp/,http://www.town.asakawa.fukushima.jp/,"5,849",5千人～1万人,2020/9/1,PowerCMS,,,,,,
075051,福島県,古殿町,ふるどのまち,https://www.town.furudono.fukushima.jp/,https://www.town.furudono.fukushima.jp/,"4,563",1千人～5千人,,不明,,,,,,
075213,福島県,三春町,みはるまち,https://www.town.miharu.fukushima.jp/,https://www.town.miharu.fukushima.jp/,"16,240",1万人～3万人,,PowerCMS,,,,,,
075221,福島県,小野町,おのまち,https://www.town.ono.fukushima.jp/,https://www.town.ono.fukushima.jp/,"8,933",5千人～1万人,2022/8/18,PowerCMS,,,,,,
075418,福島県,広野町,ひろのまち,https://www.town.hirono.fukushima.jp/,https://www.town.hirono.fukushima.jp/,"4,552",1千人～5千人,2022/3/20,TsuNaGo,,,,,,
075426,福島県,楢葉町,ならはまち,https://www.town.naraha.lg.jp/,https://www.town.naraha.lg.jp/,"6,335",5千人～1万人,2019/4/11,不明,,,,,,
075434,福島県,富岡町,とみおかまち,https://www.tomioka-town.jp/,https://www.tomioka-town.jp/,"11,417",1万人～3万人,2024/4/1,NetCrew,,,,,,
075442,福島県,川内村,かわうちむら,http://www.kawauchimura.jp/,http://www.kawauchimura.jp/,"2,258",1千人～5千人,,優CMS,,,,,,
075451,福島県,大熊町,おおくままち,https://www.town.okuma.fukushima.jp/,https://www.town.okuma.fukushima.jp/,"9,910",5千人～1万人,2018/3/26,NetCrew,,,,,,
075469,福島県,双葉町,ふたばまち,https://www.town.fukushima-futaba.lg.jp/,https://www.town.fukushima-futaba.lg.jp/,"5,403",5千人～1万人,2013/9/4,i-SITE PORTAL,,,,,,
075477,福島県,浪江町,なみえまち,https://www.town.namie.fukushima.jp/,https://www.town.namie.fukushima.jp/,"15,096",1万人～3万人,2023/1/26,NetCrew,,,,,,
075485,福島県,葛尾村,かつらおむら,https://www.katsurao.org/,https://www.katsurao.org/,"1,257",1千人～5千人,2023/4/1,NetCrew,,,,,,
075612,福島県,新地町,しんちまち,https://www.shinchi-town.jp/,https://www.shinchi-town.jp/,"7,529",5千人～1万人,2016/4/1,NetCrew,,,,,,
075647,福島県,飯舘村,いいたてむら,https://www.vill.iitate.fukushima.jp/,https://www.vill.iitate.fukushima.jp/,"4,624",1千人～5千人,,NetCrew,,,,,,
080004,茨城県,茨城県,いばらきけん,https://www.pref.ibaraki.jp/,https://www.pref.ibaraki.jp/,"2,776,173",100万人以上,2025/2/15,CMS-8341,〇,,,,都道府県,
082015,茨城県,水戸市,みとし,https://www.city.mito.lg.jp/,https://www.city.mito.lg.jp/,"264,850",20万人～50万人,2022/8/1,NetCrew,,,,,中核市,
082023,茨城県,日立市,ひたちし,https://www.city.hitachi.lg.jp/,https://www.city.hitachi.lg.jp/,"165,531",10万人～20万人,2024/2/29,TsuNaGo,,,,,,
082031,茨城県,土浦市,つちうらし,https://www.city.tsuchiura.lg.jp/,https://www.city.tsuchiura.lg.jp/,"136,063",10万人～20万人,2024/10/3,優CMS,,,,,,
082040,茨城県,古河市,こがし,https://www.city.ibaraki-koga.lg.jp/,https://www.city.ibaraki-koga.lg.jp/,"135,519",10万人～20万人,2020/12/1,SmartCMS,,,,,,
082058,茨城県,石岡市,いしおかし,https://www.city.ishioka.lg.jp/,https://www.city.ishioka.lg.jp/,"69,525",5万人～10万人,2023/3/15,優CMS,,,,,,
082074,茨城県,結城市,ゆうきし,https://www.city.yuki.lg.jp/,https://www.city.yuki.lg.jp/,"47,201",3万人～5万人,2015/2/1,優CMS,,,,,,
082082,茨城県,龍ケ崎市,りゅうがさきし,https://www.city.ryugasaki.ibaraki.jp/,https://www.city.ryugasaki.ibaraki.jp/,"72,539",5万人～10万人,2023/2/23,4Uweb/CMS,,,,,,
082104,茨城県,下妻市,しもつまし,https://www.city.shimotsuma.lg.jp/,https://www.city.shimotsuma.lg.jp/,"39,451",3万人～5万人,2025/11/19,優CMS,,エントランス,水色,標準（アイコン）,,
082112,茨城県,常総市,じょうそうし,https://www.city.joso.lg.jp/,https://www.city.joso.lg.jp/,"54,731",5万人～10万人,2023/2/28,優CMS,,,,,,
082121,茨城県,常陸太田市,ひたちおおたし,https://www.city.hitachiota.ibaraki.jp/,https://www.city.hitachiota.ibaraki.jp/,"47,093",3万人～5万人,,優CMS,,,,,,
082147,茨城県,高萩市,たかはぎし,https://www.city.takahagi.ibaraki.jp/,https://www.city.takahagi.ibaraki.jp/,"26,057",1万人～3万人,,優CMS,,,,,,
082155,茨城県,北茨城市,きたいばらきし,https://www.city.kitaibaraki.lg.jp/,https://www.city.kitaibaraki.lg.jp/,"40,103",3万人～5万人,2020/10/1,JoruriCMS,,,,,,
082163,茨城県,笠間市,かさまし,https://www.city.kasama.lg.jp/,https://www.city.kasama.lg.jp/,"72,079",5万人～10万人,2021/9/30,優CMS,,,,,,
082171,茨城県,取手市,とりでし,https://www.city.toride.ibaraki.jp/,https://www.city.toride.ibaraki.jp/,"103,472",10万人～20万人,2022/3/1,CMS-8341,,,,,,
082198,茨城県,牛久市,うしくし,https://www.city.ushiku.lg.jp/,https://www.city.ushiku.lg.jp/,"82,272",5万人～10万人,2018/10/1,優CMS,,,,,,
082201,茨城県,つくば市,つくばし,https://www.city.tsukuba.lg.jp/,https://www.city.tsukuba.lg.jp/,"242,537",20万人～50万人,2023/3/1,SmartCMS,,,,,中核市（候補市）,
082210,茨城県,ひたちなか市,ひたちなかし,https://www.city.hitachinaka.lg.jp/,https://www.city.hitachinaka.lg.jp/,"153,431",10万人～20万人,2022/2/1,TsuNaGo,,,,,,
082228,茨城県,鹿嶋市,かしまし,https://city.kashima.ibaraki.jp/,https://city.kashima.ibaraki.jp/,"64,655",5万人～10万人,2020/3/16,NetCrew,,,,,,
082236,茨城県,潮来市,いたこし,https://www.city.itako.lg.jp/,https://www.city.itako.lg.jp/,"26,035",1万人～3万人,,優CMS,,,,,,
082244,茨城県,守谷市,もりやし,https://www.city.moriya.ibaraki.jp/,https://www.city.moriya.ibaraki.jp/,"69,295",5万人～10万人,2024/2/27,TsuNaGo,,,,,,
082252,茨城県,常陸大宮市,ひたちおおみやし,https://www.city.hitachiomiya.lg.jp/,https://www.city.hitachiomiya.lg.jp/,"38,255",3万人～5万人,2023/4/5,優CMS,,,,,,
082261,茨城県,那珂市,なかし,https://www.city.naka.lg.jp/,https://www.city.naka.lg.jp/,"53,132",5万人～10万人,2024/4/1,優CMS,,,,,,
082279,茨城県,筑西市,ちくせいし,https://www.city.chikusei.lg.jp/,https://www.city.chikusei.lg.jp/,"96,771",5万人～10万人,,優CMS,,,,,,
082287,茨城県,坂東市,ばんどうし,https://www.city.bando.lg.jp/,https://www.city.bando.lg.jp/,"48,550",3万人～5万人,2022/3/19,優CMS,,,,,,
082295,茨城県,稲敷市,いなしきし,https://www.city.inashiki.lg.jp/,https://www.city.inashiki.lg.jp/,"36,079",3万人～5万人,2020/11/30,優CMS,,,,,,
082309,茨城県,かすみがうら市,かすみがうらし,https://www.city.kasumigaura.lg.jp/,https://www.city.kasumigaura.lg.jp/,"38,551",3万人～5万人,2021/1/19,優CMS,,,,,,
082317,茨城県,桜川市,さくらがわし,https://www.city.sakuragawa.lg.jp/,https://www.city.sakuragawa.lg.jp/,"37,592",3万人～5万人,2023/4/19,優CMS,,,,,,
082325,茨城県,神栖市,かみすし,https://www.city.kamisu.ibaraki.jp/,https://www.city.kamisu.ibaraki.jp/,"91,299",5万人～10万人,2019/11/13,TsuNaGo,,,,,,
082333,茨城県,行方市,なめがたし,https://www.city.namegata.ibaraki.jp/,https://www.city.namegata.ibaraki.jp/,"30,750",3万人～5万人,2020/12/15,優CMS,,,,,,
082341,茨城県,鉾田市,ほこたし,https://www.city.hokota.lg.jp/,https://www.city.hokota.lg.jp/,"43,256",3万人～5万人,,優CMS,,,,,,
082350,茨城県,つくばみらい市,つくばみらいし,https://www.city.tsukubamirai.lg.jp/,https://www.city.tsukubamirai.lg.jp/,"52,563",5万人～10万人,,優CMS,,,,,,
082368,茨城県,小美玉市,おみたまし,https://www.city.omitama.lg.jp/,https://www.city.omitama.lg.jp/,"46,807",3万人～5万人,2022/4/1,不明,,,,,,
083020,茨城県,茨城町,いばらきまち,https://www.town.ibaraki.lg.jp/,https://www.town.ibaraki.lg.jp/,"30,005",3万人～5万人,,不明,,,,,,
083097,茨城県,大洗町,おおあらいまち,https://www.town.oarai.lg.jp/,https://www.town.oarai.lg.jp/,"14,704",1万人～3万人,,WordPress,,,,,,
083101,茨城県,城里町,しろさとまち,https://www.town.shirosato.lg.jp/,https://www.town.shirosato.lg.jp/,"17,967",1万人～3万人,,優CMS,,,,,,
083411,茨城県,東海村,とうかいむら,https://www.vill.tokai.ibaraki.jp/,https://www.vill.tokai.ibaraki.jp/,"37,857",3万人～5万人,2020/1/1,SmartCMS,,,,,,
083640,茨城県,大子町,だいごまち,https://www.town.daigo.ibaraki.jp/,https://www.town.daigo.ibaraki.jp/,"14,834",1万人～3万人,,優CMS,,,,,,
084425,茨城県,美浦村,みほむら,https://www.vill.miho.lg.jp/,https://www.vill.miho.lg.jp/,"13,876",1万人～3万人,,優CMS,,,,,,
084433,茨城県,阿見町,あみまち,https://www.town.ami.lg.jp/,https://www.town.ami.lg.jp/,"48,163",3万人～5万人,2015/3/1,UDFace,,,,,,
084476,茨城県,河内町,かわちまち,https://www.town.ibaraki-kawachi.lg.jp/,https://www.town.ibaraki-kawachi.lg.jp/,"7,782",5千人～1万人,2017/4/3,優CMS,,,,,,
085219,茨城県,八千代町,やちよまち,https://www.town.ibaraki-yachiyo.lg.jp/,https://www.town.ibaraki-yachiyo.lg.jp/,"19,389",1万人～3万人,,優CMS,,,,,,
085421,茨城県,五霞町,ごかまち,https://www.town.goka.lg.jp/,https://www.town.goka.lg.jp/,"7,726",5千人～1万人,,優CMS,,,,,,
085464,茨城県,境町,さかいまち,https://www.town.ibaraki-sakai.lg.jp/,https://www.town.ibaraki-sakai.lg.jp/,"23,035",1万人～3万人,,優CMS,,,,,,
085642,茨城県,利根町,とねまち,https://www.town.tone.ibaraki.jp/,https://www.town.tone.ibaraki.jp/,"14,791",1万人～3万人,,優CMS,,,,,,
090000,栃木県,栃木県,とちぎけん,https://www.pref.tochigi.lg.jp/,https://www.pref.tochigi.lg.jp/,"1,866,944",100万人以上,2021/4/1,CMS-8341,,,,,都道府県,
092011,栃木県,宇都宮市,うつのみやし,https://www.city.utsunomiya.lg.jp/,https://www.city.utsunomiya.lg.jp/,"505,034",50万人～100万人,2024/3/25,TsuNaGo,,,,,中核市,
092029,栃木県,足利市,あしかがし,https://www.city.ashikaga.tochigi.jp/,https://www.city.ashikaga.tochigi.jp/,"135,417",10万人～20万人,2023/2/1,不明,,,,,,
092037,栃木県,栃木市,とちぎし,https://www.city.tochigi.lg.jp/,https://www.city.tochigi.lg.jp/,"149,398",10万人～20万人,2019/1/28,NetCrew,,,,,,
092045,栃木県,佐野市,さのし,https://www.city.sano.lg.jp/,https://www.city.sano.lg.jp/,"110,889",10万人～20万人,2019/4/1,SmartCMS,,,,,,
092053,栃木県,鹿沼市,かぬまし,https://www.city.kanuma.tochigi.jp/,https://www.city.kanuma.tochigi.jp/,"92,101",5万人～10万人,2026/2/2,不明,,トップページ,水色,標準（アイコン）,,
092061,栃木県,日光市,にっこうし,https://www.city.nikko.lg.jp/,https://www.city.nikko.lg.jp/,"74,748",5万人～10万人,2024/2/1,SmartCMS,,,,,,
092088,栃木県,小山市,おやまし,https://www.city.oyama.tochigi.jp/,https://www.city.oyama.tochigi.jp/,"159,355",10万人～20万人,2024/9/28,優CMS,,,,,,
092096,栃木県,真岡市,もおかし,https://www.city.moka.lg.jp/,https://www.city.moka.lg.jp/,"74,854",5万人～10万人,2024/12/1,SmartCMS,,,,,,
092100,栃木県,大田原市,おおたわらし,https://www.city.ohtawara.tochigi.jp/,https://www.city.ohtawara.tochigi.jp/,"67,621",5万人～10万人,2019/7/1,JoruriCMS,,,,,,
092118,栃木県,矢板市,やいたし,https://www.city.yaita.tochigi.jp/,https://www.city.yaita.tochigi.jp/,"30,155",3万人～5万人,,NetCrew,,,,,,
092134,栃木県,那須塩原市,なすしおばらし,https://www.city.nasushiobara.lg.jp/,https://www.city.nasushiobara.lg.jp/,"113,421",10万人～20万人,2021/11/30,SmartCMS,,,,,,
092142,栃木県,さくら市,さくらし,https://www.city.tochigi-sakura.lg.jp/,https://www.city.tochigi-sakura.lg.jp/,"43,229",3万人～5万人,2022/3/14,CMSKIT,,,,,,
092151,栃木県,那須烏山市,なすからすやまし,https://www.city.nasukarasuyama.lg.jp/,https://www.city.nasukarasuyama.lg.jp/,"23,722",1万人～3万人,2021/4/1,優CMS,,,,,,
092169,栃木県,下野市,しもつけし,https://www.city.shimotsuke.lg.jp/,https://www.city.shimotsuke.lg.jp/,"58,903",5万人～10万人,2023/3/23,CMSKIT,,,,,,
093017,栃木県,上三川町,かみのかわまち,https://www.town.kaminokawa.lg.jp/,https://www.town.kaminokawa.lg.jp/,"30,426",3万人～5万人,,不明,,,,,,
093424,栃木県,益子町,ましこまち,https://www.town.mashiko.lg.jp/,https://www.town.mashiko.lg.jp/,"21,285",1万人～3万人,,優CMS,,,,,,
093432,栃木県,茂木町,もてぎまち,https://www.town.motegi.tochigi.jp/,https://www.town.motegi.tochigi.jp/,"11,577",1万人～3万人,,不明,,,,,,
093441,栃木県,市貝町,いちかいまち,https://www.town.ichikai.tochigi.jp/,https://www.town.ichikai.tochigi.jp/,"11,040",1万人～3万人,2023/9/28,WMS（ウェブマネージメントシステム）,,,,,,
093459,栃木県,芳賀町,はがまち,https://www.town.tochigi-haga.lg.jp/,https://www.town.tochigi-haga.lg.jp/,"15,295",1万人～3万人,2015/3/30,CMS-8341,,,,,,
093611,栃木県,壬生町,みぶまち,https://www.town.mibu.tochigi.jp/,https://www.town.mibu.tochigi.jp/,"37,659",3万人～5万人,2023/9/19,JoruriCMS,,,,,,
093645,栃木県,野木町,のぎまち,https://www.town.nogi.lg.jp/,https://www.town.nogi.lg.jp/,"24,528",1万人～3万人,2023/3/31,優CMS,,,,,,
093840,栃木県,塩谷町,しおやまち,https://www.town.shioya.tochigi.jp/,https://www.town.shioya.tochigi.jp/,"9,976",5千人～1万人,,WMS（ウェブマネージメントシステム）,,,,,,
093866,栃木県,高根沢町,たかねざわまち,https://www.town.takanezawa.tochigi.jp/,https://www.town.takanezawa.tochigi.jp/,"28,372",1万人～3万人,2015/4/1,不明,,,,,,
